,time,step,surface,latitude,longitude,valid_time,t,gribfile_projection,y,x,point_latitude,point_longitude,heightAboveGround,t2m,inversion
2717,2023-04-07,0 days,0.0,40.00603868710662,279.9922670991639,2023-04-07,282.8258,,308693.8474433345,1481479.8574780696,40,-80,2.0,283.40994,False
2718,2023-04-08,0 days,0.0,40.00603868710662,279.9922670991639,2023-04-08,280.3044,,308693.8474433345,1481479.8574780696,40,-80,2.0,280.94717,False
2719,2023-04-09,0 days,0.0,40.00603868710662,279.9922670991639,2023-04-09,281.4577,,308693.8474433345,1481479.8574780696,40,-80,2.0,282.62534,True
2720,2023-04-10,0 days,0.0,40.00603868710662,279.9922670991639,2023-04-10,284.45316,,308693.8474433345,1481479.8574780696,40,-80,2.0,285.67004,True
2721,2023-04-11,0 days,0.0,40.00603868710662,279.9922670991639,2023-04-11,288.2874,,308693.8474433345,1481479.8574780696,40,-80,2.0,289.83005,True
2722,2023-04-12,0 days,0.0,40.00603868710662,279.9922670991639,2023-04-12,291.01538,,308693.8474433345,1481479.8574780696,40,-80,2.0,292.1708,True
2723,2023-04-13,0 days,0.0,40.00603868710662,279.9922670991639,2023-04-13,294.9761,,308693.8474433345,1481479.8574780696,40,-80,2.0,295.63858,False
2724,2023-04-14,0 days,0.0,40.00603868710662,279.9922670991639,2023-04-14,297.60568,,308693.8474433345,1481479.8574780696,40,-80,2.0,299.02448,True
2725,2023-04-15,0 days,0.0,40.00603868710662,279.9922670991639,2023-04-15,295.3453,,308693.8474433345,1481479.8574780696,40,-80,2.0,296.22787,False
2726,2023-04-16,0 days,0.0,40.00603868710662,279.9922670991639,2023-04-16,294.65018,,308693.8474433345,1481479.8574780696,40,-80,2.0,295.03067,False
2727,2023-04-17,0 days,0.0,40.00603868710662,279.9922670991639,2023-04-17,288.74307,,308693.8474433345,1481479.8574780696,40,-80,2.0,287.40576,False
2728,2023-04-18,0 days,0.0,40.00603868710662,279.9922670991639,2023-04-18,278.42047,,308693.8474433345,1481479.8574780696,40,-80,2.0,278.8194,False
2729,2023-04-19,0 days,0.0,40.00603868710662,279.9922670991639,2023-04-19,284.8487,,308693.8474433345,1481479.8574780696,40,-80,2.0,285.3207,False
2730,2023-04-20,0 days,0.0,40.00603868710662,279.9922670991639,2023-04-20,290.84628,,308693.8474433345,1481479.8574780696,40,-80,2.0,291.57678,False
2731,2023-04-21,0 days,0.0,40.00603868710662,279.9922670991639,2023-04-21,297.2173,,308693.8474433345,1481479.8574780696,40,-80,2.0,298.608,True
2732,2023-04-22,0 days,0.0,40.00603868710662,279.9922670991639,2023-04-22,295.09515,,308693.8474433345,1481479.8574780696,40,-80,2.0,296.05035,False
2733,2023-04-23,0 days,0.0,40.00603868710662,279.9922670991639,2023-04-23,283.7563,,308693.8474433345,1481479.8574780696,40,-80,2.0,283.8154,False
2734,2023-04-24,0 days,0.0,40.00603868710662,279.9922670991639,2023-04-24,279.60852,,308693.8474433345,1481479.8574780696,40,-80,2.0,280.11905,False
2735,2023-04-25,0 days,0.0,40.00603868710662,279.9922670991639,2023-04-25,279.56516,,308693.8474433345,1481479.8574780696,40,-80,2.0,279.7628,False
2736,2023-04-26,0 days,0.0,40.00603868710662,279.9922670991639,2023-04-26,285.63297,,308693.8474433345,1481479.8574780696,40,-80,2.0,285.86636,False
2737,2023-04-27,0 days,0.0,40.00603868710662,279.9922670991639,2023-04-27,285.81323,,308693.8474433345,1481479.8574780696,40,-80,2.0,286.24777,False
2738,2023-04-28,0 days,0.0,40.00603868710662,279.9922670991639,2023-04-28,289.57755,,308693.8474433345,1481479.8574780696,40,-80,2.0,290.35052,False
2739,2023-04-29,0 days,0.0,40.00603868710662,279.9922670991639,2023-04-29,285.67276,,308693.8474433345,1481479.8574780696,40,-80,2.0,286.28073,False
2740,2023-04-30,0 days,0.0,40.00603868710662,279.9922670991639,2023-04-30,289.09402,,308693.8474433345,1481479.8574780696,40,-80,2.0,289.2913,False
2741,2023-05-01,0 days,0.0,40.00603868710662,279.9922670991639,2023-05-01,284.31326,,308693.8474433345,1481479.8574780696,40,-80,2.0,284.61807,False
2742,2023-05-02,0 days,0.0,40.00603868710662,279.9922670991639,2023-05-02,279.05423,,308693.8474433345,1481479.8574780696,40,-80,2.0,278.9543,False
2743,2023-05-03,0 days,0.0,40.00603868710662,279.9922670991639,2023-05-03,278.40402,,308693.8474433345,1481479.8574780696,40,-80,2.0,278.42828,False
2744,2023-05-04,0 days,0.0,40.00603868710662,279.9922670991639,2023-05-04,280.17236,,308693.8474433345,1481479.8574780696,40,-80,2.0,280.6712,False
2745,2023-05-05,0 days,0.0,40.00603868710662,279.9922670991639,2023-05-05,284.4767,,308693.8474433345,1481479.8574780696,40,-80,2.0,285.13794,False
2746,2023-05-06,0 days,0.0,40.00603868710662,279.9922670991639,2023-05-06,289.62476,,308693.8474433345,1481479.8574780696,40,-80,2.0,290.22467,False
2747,2023-05-07,0 days,0.0,40.00603868710662,279.9922670991639,2023-05-07,292.95435,,308693.8474433345,1481479.8574780696,40,-80,2.0,293.68063,False
2748,2023-05-08,0 days,0.0,40.00603868710662,279.9922670991639,2023-05-08,290.7687,,308693.8474433345,1481479.8574780696,40,-80,2.0,291.19666,False
